time,duration,x,y,pupil_diameter
2020-11-29 21:14:25.227,932.0,289.51733103448277,726.7917448275862,4.221305265241222
2020-11-29 21:14:26.393,332.0,349.1126090909091,683.9990181818182,4.368303487820666
2020-11-29 21:14:27.359,1032.0,644.308878125,477.538575,4.4171010363019585
2020-11-29 21:14:28.824,400.0,1303.7028153846152,477.6937153846154,4.300508343314449
2020-11-29 21:14:30.057,133.0,1193.0711800000001,787.24586,4.1949278835468125
2020-11-29 21:14:30.622,900.0,992.0093499999999,913.9321928571428,4.062985273902454
2020-11-29 21:14:31.955,1133.0,724.1594942857143,656.865882857143,4.216240565313692
2020-11-29 21:14:33.521,33.0,1349.81085,734.0426,4.19018556286629
2020-11-29 21:14:33.987,700.0,1395.830859090909,537.5391136363636,4.303893437807316
2020-11-29 21:14:35.319,0.0,509.4186,493.9898,4.218070894872998
2020-11-29 21:14:35.752,899.0,163.45841071428572,411.3190142857143,4.285376019720389
2020-11-29 21:14:37.085,166.0,498.3796666666667,713.53345,4.267177923954428
2020-11-29 21:14:37.884,766.0,341.5358375,532.7171708333334,4.077684767673232
2020-11-29 21:14:39.083,167.0,566.7638499999999,534.9405,4.275043017119471
2020-11-29 21:14:39.483,133.0,715.81582,541.4390599999999,4.174397213584472
2020-11-29 21:14:40.049,866.0,728.7360629629629,375.9216481481481,4.194512777455473
2020-11-29 21:14:41.348,100.0,1216.322575,613.027275,4.195308997959373
2020-11-29 21:14:41.881,566.0,692.6414944444446,661.8086388888889,4.1222981087791135
2020-11-29 21:14:43.080,266.0,195.1836111111111,809.1197888888889,3.9980608073797708
2020-11-29 21:14:43.779,333.0,420.65390909090905,764.1658363636365,4.059601994287153
2020-11-29 21:14:44.546,133.0,662.17166,699.02614,4.104046233555357
2020-11-29 21:14:45.112,33.0,974.7816,723.84825,4.060872285201404
2020-11-29 21:14:45.977,567.0,1395.5130166666668,653.0306166666667,4.202020554503
2020-11-29 21:14:46.977,200.0,872.1157857142856,748.3730571428572,4.159253597802578
2020-11-29 21:14:47.610,266.0,471.9800888888888,839.8551888888888,4.038613364888399
2020-11-29 21:14:48.509,100.0,266.31374999999997,876.3859,4.100638899272483
2020-11-29 21:14:48.842,600.0,308.44639473684214,895.1158473684212,4.147955870230177
2020-11-29 21:14:49.874,0.0,620.6646,831.0492,3.9476825327841962
2020-11-29 21:14:50.308,0.0,666.4001,853.225,3.7189124629085795
2020-11-29 21:14:50.541,233.0,774.4349500000001,858.6386749999999,3.810403694592802
2020-11-29 21:14:51.207,0.0,1215.5933,908.814,3.931312530665525
2020-11-29 21:14:51.440,200.0,1196.9508142857142,998.6814571428571,4.050063814993431
2020-11-29 21:14:51.873,700.0,1301.5179181818182,1019.0696954545455,4.103028012736855
2020-11-29 21:14:53.005,500.0,123.0424625,1048.020975,4.19654746951948
2020-11-29 21:14:54.139,0.0,894.8851,944.2576,4.085059864074382
2020-11-29 21:14:54.572,33.0,703.2954,881.98555,3.8642546591316775
2020-11-29 21:14:54.838,0.0,1242.0603,934.1212,4.222837487257628
2020-11-29 21:14:55.271,133.0,1485.85956,1122.57706,4.198807509733361
2020-11-29 21:14:55.837,633.0,310.48363499999994,937.026885,3.9980676306484804
2020-11-29 21:14:57.103,666.0,673.5171761904762,731.6224428571428,4.015031911447017
2020-11-29 21:14:58.002,499.0,553.85516875,656.19841875,4.064118964555808
2020-11-29 21:14:58.935,166.0,374.88978333333336,644.1652666666666,4.121157811645088
2020-11-29 21:14:59.534,633.0,740.098715,597.125905,4.083891866697761
2020-11-29 21:15:00.600,566.0,496.67776111111107,600.4897777777777,4.0440205298441985
2020-11-29 21:15:01.400,632.0,687.408295,633.9584249999999,4.000841529484887
2020-11-29 21:15:02.965,499.0,0.0,0.0,0.0
2020-11-29 21:15:03.898,0.0,0.0,0.0,0.0
2020-11-29 21:15:04.331,166.0,899.4402833333334,999.53995,3.8195874667444034
