YEAR,STATION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
1984,TAU806_Taunton,2.12,7.45,5.03,3.7,8.77,3.81,3.96,1.08,1.11,2.46,1.25,2.18
1985,TAU806_Taunton,0.69,1.53,2.77,0.56,4.53,4.63,3.73,5.41,2.0,1.75,6.97,1.4
1986,TAU806_Taunton,5.28,1.84,2.2,1.06,3.61,3.31,4.6,3.77,1.8,2.48,5.62,8.11
1987,TAU806_Taunton,6.06,1.07,5.5,8.73,2.17,1.4,1.57,3.36,8.62,2.87,3.3,2.82
1989,TAU806_Taunton,1.17,2.4,3.56,4.75,2.88,5.15,3.98,4.26,5.08,7.43,4.57,0.87
1990,TAU806_Taunton,3.49,3.14,1.67,3.69,5.33,1.48,9.25,2.73,2.83,3.37,1.39,4.45
1992,TAU806_Taunton,3.71,1.83,3.84,4.37,2.03,3.23,2.81,3.65,4.2,1.9,6.27,10.31
1993,TAU806_Taunton,1.97,4.27,4.2,6.38,1.56,1.37,3.44,1.13,3.67,4.17,3.98,6.85
1994,TAU806_Taunton,4.02,0.5,7.35,1.31,3.46,3.46,2.3,6.02,4.12,0.81,4.39,6.69
1995,TAU806_Taunton,3.75,3.42,2.59,4.06,2.58,3.53,1.31,2.02,3.59,6.21,5.35,1.53
1996,TAU806_Taunton,4.94,2.58,3.5,4.92,1.97,1.65,6.37,3.59,7.03,8.97,2.7,7.91
1997,TAU806_Taunton,3.19,0.84,3.85,5.89,3.0,1.57,1.25,3.17,0.63,1.91,6.52,1.76
1998,TAU806_Taunton,7.01,6.48,5.22,5.44,6.5,13.62,1.33,4.33,3.12,4.32,2.56,1.84
1999,TAU806_Taunton,6.52,5.5,4.8,1.55,3.34,0.05,2.47,1.6,7.46,6.53,2.54,2.75
2001,TAU806_Taunton,2.81,2.31,9.65,2.86,2.62,5.14,1.91,5.03,3.73,1.44,1.06,3.53
2012,TAUNW2_Taunton,3.17,0.3,1.82,3.49,4.92,4.97,2.49,8.1,3.77,5.45,1.5,5.4
2013,TAUNW2_Taunton,1.85,5.23,4.69,2.01,3.47,11.23,4.01,3.27,2.06,1.8,4.64,4.72
2014,TAUNW2_Taunton,4.77,4.56,4.9,4.26,3.0,2.07,3.3,1.29,0.74,7.76,6.36,6.35
1875,TAUNWS_Taunton,7.64,4.21,3.75,5.4,2.9,2.48,3.37,4.63,1.69,2.62,2.96,1.67
1876,TAUNWS_Taunton,5.06,4.68,3.39,3.88,1.91,1.82,5.57,2.44,4.59,0.44,7.0,2.87
1877,TAUNWS_Taunton,4.86,2.68,3.06,1.56,2.5,2.61,2.8,5.79,0.82,8.38,6.88,3.84
1878,TAUNWS_Taunton,5.16,4.04,3.28,5.32,1.63,2.54,2.07,1.38,1.05,4.42,7.91,5.69
1879,TAUNWS_Taunton,4.07,2.37,4.29,6.16,2.7,0.44,5.71,4.68,3.21,0.8,2.92,3.63
1880,TAUNWS_Taunton,2.37,3.33,4.44,3.89,1.19,1.77,7.33,11.74,2.16,4.17,3.19,3.91
1881,TAUNWS_Taunton,6.81,5.64,5.57,1.8,3.49,8.75,2.2,0.91,2.58,3.3,6.11,3.3
1882,TAUNWS_Taunton,4.85,5.84,3.55,3.9,4.72,2.27,1.74,0.43,8.02,3.7,1.84,3.06
1883,TAUNWS_Taunton,4.67,4.42,2.24,2.5,3.43,1.94,3.29,0.88,2.05,5.27,2.91,3.0
1884,TAUNWS_Taunton,6.18,5.43,5.33,4.36,3.08,4.34,4.28,5.4,0.62,3.3,3.89,6.01
1885,TAUNWS_Taunton,5.96,2.71,1.34,2.95,3.84,3.19,2.34,3.58,1.11,3.89,3.52,2.29
1886,TAUNWS_Taunton,7.79,9.66,4.25,2.36,4.27,1.22,3.23,4.12,3.29,3.74,5.15,6.27
1887,TAUNWS_Taunton,7.43,4.52,5.17,5.32,2.7,4.08,6.2,5.17,1.84,3.08,2.37,4.05
1888,TAUNWS_Taunton,3.82,3.79,6.37,2.24,4.72,1.61,3.55,5.03,9.14,4.79,8.88,3.86
1889,TAUNWS_Taunton,6.43,2.21,2.08,4.34,5.67,2.02,7.92,7.34,3.32,4.34,6.59,2.68
1890,TAUNWS_Taunton,2.89,3.7,8.4,3.81,5.6,3.6,1.44,3.86,5.41,10.44,0.99,4.28
1891,TAUNWS_Taunton,8.51,5.82,5.95,4.05,2.56,2.13,2.85,3.89,2.51,5.13,3.39,4.27
1892,TAUNWS_Taunton,4.93,2.41,6.66,1.46,5.93,3.81,1.72,2.98,2.76,1.56,6.55,1.71
1893,TAUNWS_Taunton,4.1,9.86,7.38,3.83,5.53,2.17,2.22,6.23,2.37,2.9,2.97,6.72
1894,TAUNWS_Taunton,4.31,7.18,1.42,4.2,4.32,0.77,2.41,1.55,3.98,8.93,6.21,5.62
1895,TAUNWS_Taunton,4.24,1.21,3.74,5.55,3.95,2.17,3.56,3.77,2.13,6.61,5.73,3.17
1896,TAUNWS_Taunton,3.08,5.67,5.79,1.3,3.22,4.21,1.53,3.37,9.21,3.36,3.87,3.3
1897,TAUNWS_Taunton,4.23,3.0,2.94,4.28,4.97,3.25,5.69,4.15,2.9,1.13,8.16,4.58
1898,TAUNWS_Taunton,6.14,6.07,3.06,7.0,4.79,1.55,9.89,5.07,3.04,10.48,7.51,2.63
1899,TAUNWS_Taunton,5.44,6.09,7.1,2.06,2.17,4.07,4.44,1.79,9.05,3.5,1.66,1.47
1900,TAUNWS_Taunton,5.21,7.56,5.42,2.16,6.87,2.67,3.06,2.43,5.08,3.97,4.91,2.91
1901,TAUNWS_Taunton,2.84,1.16,8.92,8.05,7.7,2.27,3.94,3.4,3.43,2.64,2.51,9.76
1902,TAUNWS_Taunton,2.1,6.77,5.72,3.52,1.41,4.87,2.1,2.85,3.17,3.68,1.76,5.56
1903,TAUNWS_Taunton,4.22,6.69,6.79,4.65,0.35,4.49,3.89,4.05,0.72,3.97,1.68,3.7
1904,TAUNWS_Taunton,4.49,2.65,2.47,8.54,2.5,3.37,2.45,4.95,3.45,1.72,2.05,3.25
1905,TAUNWS_Taunton,4.05,1.84,2.53,2.98,1.22,7.82,2.65,2.9,4.79,1.83,2.26,4.02
1906,TAUNWS_Taunton,2.81,4.16,6.85,2.33,4.34,3.58,4.61,1.6,2.79,4.3,2.38,4.32
1907,TAUNWS_Taunton,3.37,3.12,2.06,3.73,4.15,2.4,1.48,1.17,9.37,3.51,6.87,6.01
1908,TAUNWS_Taunton,3.69,4.33,4.12,2.78,3.45,2.32,4.05,4.67,1.17,5.62,1.32,4.5
1909,TAUNWS_Taunton,4.91,6.35,4.67,6.89,2.69,2.03,2.16,3.43,4.9,1.73,4.12,3.89
1910,TAUNWS_Taunton,7.09,4.53,1.74,1.69,3.0,4.08,2.17,2.3,2.04,1.76,4.78,2.45
1911,TAUNWS_Taunton,3.39,2.64,3.73,4.0,1.11,1.62,5.22,4.73,2.81,2.69,7.85,4.1
1912,TAUNWS_Taunton,4.36,3.77,7.55,4.67,4.84,0.35,1.28,3.67,1.4,1.14,4.21,7.75
1913,TAUNWS_Taunton,4.43,3.75,4.9,5.93,1.74,1.56,2.67,3.65,3.12,9.99,2.96,4.35
1914,TAUNWS_Taunton,4.7,3.51,4.92,5.22,2.65,1.17,3.52,2.74,2.24,2.51,3.57,5.45
1915,TAUNWS_Taunton,9.93,4.24,0.05,1.86,2.74,1.35,4.26,5.47,1.79,3.01,3.32,6.69
1916,TAUNWS_Taunton,2.11,4.94,3.82,5.12,4.13,4.6,9.41,1.6,2.36,3.27,2.87,4.27
1917,TAUNWS_Taunton,3.62,2.38,4.79,3.69,5.56,5.2,0.84,5.85,3.07,6.87,0.41,2.85
1918,TAUNWS_Taunton,5.91,3.49,2.42,4.86,1.83,2.99,6.83,2.69,8.89,0.89,2.52,4.14
1919,TAUNWS_Taunton,5.02,4.03,5.05,4.41,5.63,1.86,4.94,7.55,7.73,2.13,4.81,3.08
1920,TAUNWS_Taunton,3.84,6.83,4.87,5.54,5.21,6.48,2.9,3.39,3.43,1.67,4.03,4.12
1921,TAUNWS_Taunton,3.1,1.07,2.9,6.21,2.68,4.71,8.81,2.16,1.55,0.9,6.99,2.38
1922,TAUNWS_Taunton,2.04,3.31,4.92,2.77,4.38,6.51,6.66,10.74,2.4,3.82,1.32,3.35
1923,TAUNWS_Taunton,6.4,1.57,4.2,5.9,1.11,3.73,4.25,2.78,2.29,4.64,2.4,5.99
1924,TAUNWS_Taunton,3.87,3.12,2.16,5.36,3.42,2.0,1.46,6.2,4.93,0.19,1.48,2.1
1925,TAUNWS_Taunton,3.26,1.59,3.89,2.41,2.5,2.69,5.5,2.91,4.92,4.66,4.16,3.87
1926,TAUNWS_Taunton,2.89,3.89,2.97,2.15,3.17,2.83,6.26,2.33,1.7,6.32,5.93,2.79
1927,TAUNWS_Taunton,2.44,2.68,1.43,2.05,3.01,2.94,4.45,10.07,3.29,4.33,4.81,5.38
1928,TAUNWS_Taunton,2.25,3.26,2.37,5.36,2.29,5.16,4.69,1.58,5.37,5.05,2.37,2.62
1929,TAUNWS_Taunton,3.38,3.53,4.24,7.6,3.89,0.92,2.51,3.12,3.82,3.45,3.54,4.42
1930,TAUNWS_Taunton,3.04,3.05,2.88,1.68,3.0,1.8,2.33,3.64,0.37,5.62,3.58,2.86
1931,TAUNWS_Taunton,3.13,1.77,5.16,2.84,5.78,7.15,4.73,5.51,1.75,3.81,1.01,3.96
1932,TAUNWS_Taunton,6.12,1.81,5.62,1.54,2.69,2.1,3.16,6.23,6.8,7.63,6.58,1.66
1933,TAUNWS_Taunton,2.09,3.02,5.07,7.61,3.19,1.65,3.18,3.26,11.63,3.27,1.64,3.24
1934,TAUNWS_Taunton,4.06,3.18,3.88,5.03,3.05,4.48,1.76,2.29,3.83,3.96,4.66,3.29
1935,TAUNWS_Taunton,5.25,2.54,1.85,5.45,1.84,6.97,3.66,2.3,3.34,1.07,5.42,1.25
1936,TAUNWS_Taunton,6.07,2.32,6.6,4.44,1.1,2.18,1.62,4.25,7.42,2.21,1.17,8.96
1937,TAUNWS_Taunton,3.98,1.14,4.02,5.68,2.3,3.91,0.96,7.34,3.3,4.04,5.6,4.74
1938,TAUNWS_Taunton,3.59,2.22,2.34,2.78,4.51,8.89,5.88,1.89,6.74,3.91,3.25,3.53
1939,TAUNWS_Taunton,2.69,4.06,5.47,4.85,1.06,3.95,2.11,5.73,3.02,5.9,1.6,2.47
1940,TAUNWS_Taunton,2.4,4.79,3.92,7.12,4.71,2.0,4.37,0.97,4.17,2.23,8.11,2.72
1941,TAUNWS_Taunton,3.68,2.32,2.15,2.45,2.01,5.4,5.12,3.67,0.02,2.26,2.96,2.93
1942,TAUNWS_Taunton,2.97,3.96,7.18,0.85,1.77,2.41,5.2,4.04,2.04,4.74,5.65,3.96
1943,TAUNWS_Taunton,3.3,1.82,3.02,2.99,4.9,2.03,4.33,2.95,1.02,3.38,3.21,1.07
1944,TAUNWS_Taunton,1.91,1.69,3.97,3.9,0.42,2.94,1.84,1.14,9.29,2.9,7.13,2.72
1945,TAUNWS_Taunton,3.55,4.09,1.92,1.69,3.88,3.51,2.29,2.74,1.61,2.71,8.39,7.06
1946,TAUNWS_Taunton,3.49,2.89,1.68,2.79,4.68,3.91,1.01,10.66,2.81,0.6,1.23,3.55
1947,TAUNWS_Taunton,2.65,0.84,2.77,4.08,5.59,5.44,5.84,1.45,2.95,2.05,4.79,3.3
1948,TAUNWS_Taunton,5.71,2.09,4.07,3.45,10.39,3.26,5.2,4.57,1.73,6.23,5.28,1.33
1949,TAUNWS_Taunton,3.41,2.88,1.12,3.65,3.83,0.05,1.95,2.08,3.19,1.96,2.85,1.84
1950,TAUNWS_Taunton,3.29,3.61,2.96,2.08,2.64,2.4,2.02,4.33,2.5,1.3,5.09,3.36
1951,TAUNWS_Taunton,4.09,2.89,4.68,3.67,3.69,1.73,2.88,3.36,1.32,2.65,7.28,3.71
1952,TAUNWS_Taunton,3.89,4.26,3.23,2.9,3.56,1.98,0.12,6.63,1.73,1.86,2.46,2.86
1953,TAUNWS_Taunton,5.5,4.39,5.3,4.52,3.64,0.32,5.46,3.53,3.39,5.1,7.99,5.11
1954,TAUNWS_Taunton,2.39,1.82,2.35,4.56,7.86,2.62,2.52,7.29,6.61,2.82,2.87,4.69
1955,TAUNWS_Taunton,0.68,3.54,3.8,2.48,1.75,2.69,3.89,15.78,3.33,8.49,5.51,0.62
1956,TAUNWS_Taunton,3.75,3.74,4.91,2.87,2.52,3.1,5.46,3.32,3.23,4.24,3.49,4.9
1957,TAUNWS_Taunton,2.62,1.57,2.71,4.39,1.5,0.5,1.43,2.8,0.71,2.33,4.16,5.25
1958,TAUNWS_Taunton,8.35,4.42,3.71,7.86,5.36,2.26,5.3,5.46,5.28,3.28,2.4,2.06
1959,TAUNWS_Taunton,2.03,4.09,5.9,3.94,2.16,4.96,4.98,1.5,0.98,5.92,4.94,4.2
1960,TAUNWS_Taunton,3.38,5.89,2.46,4.12,4.11,1.5,4.85,3.74,7.05,2.22,2.77,5.14
1961,TAUNWS_Taunton,2.48,2.93,3.31,6.03,6.39,2.11,4.18,3.63,7.58,3.47,3.52,3.68
1962,TAUNWS_Taunton,4.8,4.43,2.37,4.57,1.57,5.11,1.23,4.41,3.46,8.12,4.27,3.26
1963,TAUNWS_Taunton,3.54,3.07,3.93,1.68,2.63,2.14,5.39,2.7,3.89,1.88,6.06,2.49
1964,TAUNWS_Taunton,4.12,3.59,1.78,6.12,0.35,0.96,3.88,3.2,4.19,2.71,2.88,5.32
1965,TAUNWS_Taunton,2.58,2.59,1.58,2.16,0.72,4.1,0.94,3.69,2.45,3.11,1.69,1.75
1966,TAUNWS_Taunton,3.8,3.52,1.74,1.48,3.86,1.79,1.72,2.37,4.91,3.39,4.24,2.66
1967,TAUNWS_Taunton,2.13,2.66,4.78,4.3,8.5,3.0,3.21,4.18,3.93,1.51,2.64,7.36
1968,TAUNWS_Taunton,3.43,0.83,7.35,1.73,4.96,6.28,0.8,4.1,1.36,2.08,7.27,6.18
1969,TAUNWS_Taunton,1.02,4.87,4.26,4.76,3.35,1.68,2.49,2.56,4.12,1.6,7.36,9.83
1970,TAUNWS_Taunton,0.61,5.24,4.58,2.85,2.66,3.82,1.37,5.53,1.45,3.89,4.85,4.66
1971,TAUNWS_Taunton,1.75,5.36,3.26,2.81,4.39,0.83,3.78,3.09,1.86,2.92,6.12,2.46
1972,TAUNWS_Taunton,1.94,6.25,6.8,3.24,5.5,7.11,2.88,3.69,7.95,3.59,8.04,7.09
1973,TAUNWS_Taunton,2.61,3.47,2.55,6.51,2.73,6.32,6.75,3.85,5.69,3.31,2.56,9.15
1974,TAUNWS_Taunton,4.41,2.54,4.02,3.51,3.84,3.04,3.73,4.23,6.71,2.99,2.21,3.46
1975,TAUNWS_Taunton,5.73,2.64,3.49,3.59,2.09,3.3,2.92,4.84,6.42,5.67,6.84,4.74
1976,TAUNWS_Taunton,5.7,2.19,3.5,1.97,2.05,1.25,5.68,8.83,1.51,5.03,1.0,3.56
1977,TAUNWS_Taunton,4.16,3.15,6.69,3.49,4.12,6.39,3.45,4.03,6.85,6.79,3.61,7.09
1978,TAUNWS_Taunton,8.11,4.19,3.26,2.03,5.8,1.45,2.51,5.18,2.25,3.68,2.36,4.04
1979,TAUNWS_Taunton,8.63,5.54,3.67,5.49,7.52,1.06,3.03,7.69,4.37,3.73,4.57,1.9
1980,TAUNWS_Taunton,1.57,1.49,5.73,4.35,1.48,4.54,2.87,1.96,0.74,4.84,2.48,1.46
1981,TAUNWS_Taunton,1.29,4.64,0.65,3.94,1.91,2.5,3.43,2.68,3.61,4.39,3.72,7.49
1982,TAUNWS_Taunton,3.46,3.92,1.89,3.78,1.53,8.28,5.52,3.69,3.89,2.96,3.62,2.47
1983,TAUNWS_Taunton,5.02,5.98,9.61,8.6,5.25,1.4,3.56,4.25,1.61,4.56,7.82,5.08
1984,TAUNWS_Taunton,3.41,7.01,7.26,4.89,8.9,4.15,4.3,1.58,2.03,4.49,1.01,3.1
1985,TAUNWS_Taunton,1.57,2.55,2.78,1.68,5.23,4.41,3.51,6.13,1.78,2.19,7.5,1.49
1986,TAUNWS_Taunton,7.23,3.8,2.49,1.71,2.86,4.87,5.96,4.58,1.29,2.41,5.47,7.7
1987,TAUNWS_Taunton,7.42,0.81,4.35,8.65,2.07,1.99,1.91,2.83,8.99,2.89,5.59,2.88
1989,TAUNWS_Taunton,1.35,2.75,3.08,4.28,4.76,5.47,5.7,6.3,5.48,5.1,6.89,0.72
1990,TAUNWS_Taunton,4.15,3.39,1.56,3.97,6.58,1.55,8.04,2.37,1.94,3.41,1.53,5.04
1991,TAUNWS_Taunton,2.99,1.8,5.86,2.92,3.38,1.64,3.74,5.82,7.67,2.73,5.98,2.85
1992,TAUNWS_Taunton,3.41,2.14,4.4,2.62,0.87,3.1,1.96,4.9,4.38,2.41,6.19,9.46
1993,TAUNWS_Taunton,2.18,4.39,7.36,5.72,1.73,1.28,3.61,1.47,4.7,3.17,3.59,6.39
1994,TAUNWS_Taunton,5.58,1.37,8.92,2.1,3.36,3.39,3.25,6.04,4.27,0.93,4.65,5.36
1995,TAUNWS_Taunton,3.76,2.44,3.29,3.02,2.64,4.04,1.54,1.51,3.26,6.21,5.35,1.24
1997,TAUNWS_Taunton,3.68,1.83,3.37,7.18,3.09,1.91,1.97,3.46,0.66,1.81,6.7,3.27
1998,TAUNWS_Taunton,2.77,5.71,6.21,5.21,6.58,11.27,3.07,4.15,2.51,5.07,2.44,1.73
1999,TAUNWS_Taunton,5.98,5.58,4.94,1.35,3.05,0.14,4.17,1.36,5.99,6.82,2.28,2.29
2000,TAUNWS_Taunton,3.83,3.68,5.54,6.37,3.41,4.08,3.52,2.81,3.21,1.59,3.4,3.75
2001,TAUNWS_Taunton,2.58,2.15,10.69,2.23,2.75,4.68,2.11,5.06,3.26,1.43,1.01,3.24
2002,TAUNWS_Taunton,2.75,1.82,4.32,3.3,5.35,3.7,1.69,1.42,6.97,3.57,6.49,5.92
2003,TAUNWS_Taunton,2.04,4.82,6.58,6.16,3.3,6.41,4.53,7.02,2.62,5.49,2.64,4.21
2006,TAUNWS_Taunton,3.26,1.21,0.4,2.78,14.42,12.72,1.57,3.43,2.41,5.21,6.16,1.9
1996,TEM403_Baldwinville,7.42,3.05,3.0,7.88,4.78,4.05,7.85,0.52,6.49,5.61,4.81,8.5
1997,TEM403_Baldwinville,3.45,2.15,4.19,5.5,3.24,0.6,4.02,4.12,1.47,2.45,7.03,2.72
1998,TEM403_Baldwinville,5.14,3.19,4.81,3.22,3.89,10.26,1.5,1.17,2.16,3.82,2.65,1.5
1999,TEM403_Baldwinville,6.61,2.57,5.56,1.04,2.18,2.45,2.63,2.67,9.43,4.74,3.87,2.05
2001,TEM403_Baldwinville,1.26,3.67,6.86,1.58,1.66,5.98,5.51,1.41,4.11,1.01,1.51,2.84
1907,TEM405_Templeton,2.1,2.1,2.2,2.8,4.1,2.8,6.1,1.5,9.2,5.0,4.8,3.4
1908,TEM405_Templeton,2.3,3.3,2.1,2.0,3.9,1.8,2.6,7.9,1.2,1.3,0.9,2.3
1909,TEM405_Templeton,3.9,4.8,2.8,4.6,1.7,1.1,1.6,2.5,3.6,0.7,1.7,3.3
1910,TEM405_Templeton,5.2,3.7,0.8,3.0,1.8,2.1,2.2,3.3,2.2,1.1,3.5,1.9
1911,TEM405_Templeton,2.4,1.9,4.3,2.0,1.4,1.2,3.2,5.8,1.7,5.08,3.0,3.0
1912,TEM405_Templeton,2.43,1.9,5.52,4.47,4.92,0.99,2.3,2.31,2.96,3.4,4.24,4.3
1914,TEM405_Templeton,1.7,2.7,6.32,4.6,2.45,1.82,2.1,4.17,0.25,1.8,3.38,3.1
1915,TEM405_Templeton,4.85,3.8,0.08,3.1,1.07,1.42,8.12,4.56,1.0,2.7,2.02,5.55
1919,TEM405_Templeton,2.75,2.3,6.25,2.93,6.55,1.25,6.9,4.1,6.6,3.4,7.5,1.6
1921,TEM405_Templeton,2.67,3.7,4.1,6.77,3.4,3.37,7.2,3.05,2.35,1.9,7.62,3.2
1923,TEM405_Templeton,7.21,2.6,3.26,5.56,1.69,1.76,2.6,2.0,1.57,4.82,6.39,4.13
1924,TEM405_Templeton,3.95,2.71,1.71,5.52,3.71,2.5,3.13,2.98,4.67,0.02,3.84,1.83
1925,TEM405_Templeton,2.96,3.07,5.01,3.39,2.56,5.79,5.71,2.73,2.98,4.26,4.47,3.3
1926,TEM405_Templeton,2.3,3.36,3.07,2.35,1.48,3.04,3.11,2.61,1.41,5.49,5.45,3.39
1927,TEM405_Templeton,2.14,2.92,1.55,1.64,3.83,3.17,4.34,7.96,2.54,4.28,7.58,5.62
1928,TEM405_Templeton,2.58,2.7,1.35,4.21,2.2,8.6,6.43,8.38,3.43,1.98,2.45,1.33
1929,TEM405_Templeton,4.04,2.91,3.05,5.16,4.04,4.34,0.66,1.52,2.05,2.18,2.09,2.77
1930,TEM405_Templeton,2.09,1.87,3.82,1.4,2.4,3.68,3.43,1.33,1.84,2.56,3.04,1.29
1931,TEM405_Templeton,2.4,1.8,3.16,3.85,4.15,4.29,2.07,5.85,2.43,3.35,2.76,4.0
1932,TEM405_Templeton,4.59,2.3,4.71,1.62,2.19,1.69,5.17,3.58,5.57,4.85,3.77,1.94
1933,TEM405_Templeton,2.7,3.64,5.18,6.47,2.42,2.57,2.07,5.95,8.12,3.94,1.6,3.34
1934,TEM405_Templeton,3.29,2.66,3.23,3.52,3.35,5.17,3.17,2.41,7.29,2.77,3.83,3.15
1935,TEM405_Templeton,4.31,2.41,1.61,2.89,2.57,5.47,2.49,1.8,4.61,1.06,4.34,0.77
1936,TEM405_Templeton,6.06,2.44,8.34,3.85,1.91,2.93,2.74,6.18,3.6,2.7,2.18,6.58
1937,TEM405_Templeton,4.44,1.87,2.97,3.79,4.88,5.66,4.09,3.05,4.57,3.83,5.73,2.15
1938,TEM405_Templeton,3.63,1.73,2.03,2.63,3.08,7.64,8.45,4.05,17.97,2.16,3.46,3.25
1939,TEM405_Templeton,2.18,3.35,3.12,3.86,1.91,2.85,1.24,4.56,2.11,3.67,0.78,3.13
1940,TEM405_Templeton,1.76,2.47,4.04,4.87,5.27,2.77,4.01,1.47,2.52,1.28,5.62,2.52
1941,TEM405_Templeton,1.45,1.43,0.99,0.61,2.77,3.19,2.92,3.03,0.92,3.09,2.19,2.89
1942,TEM405_Templeton,3.52,1.17,6.02,0.87,3.58,5.92,4.91,1.68,3.0,2.66,5.32,4.16
1943,TEM405_Templeton,2.66,1.19,2.61,3.16,5.73,2.21,5.8,3.18,1.31,4.73,5.62,0.58
1944,TEM405_Templeton,1.04,1.93,4.05,3.31,1.13,8.71,3.88,0.6,6.84,1.95,3.34,2.72
1945,TEM405_Templeton,3.17,3.33,1.42,4.84,5.36,6.3,5.99,3.1,2.99,2.8,3.42,3.77
1946,TEM405_Templeton,2.48,3.05,1.59,2.4,5.11,3.97,3.45,5.85,5.6,0.69,1.13,3.73
1947,TEM405_Templeton,2.88,2.09,3.13,3.46,3.21,3.85,4.05,2.52,3.66,1.11,5.11,2.47
1948,TEM405_Templeton,2.47,2.04,2.89,3.16,6.68,4.55,2.4,1.47,1.37,1.29,6.29,2.94
1949,TEM405_Templeton,3.79,2.42,1.13,4.6,3.84,0.89,3.16,2.87,3.51,2.17,1.93,2.79
1950,TEM405_Templeton,4.78,3.03,1.95,3.23,2.61,4.89,2.84,4.32,1.24,1.36,7.82,3.42
1951,TEM405_Templeton,3.35,4.22,4.65,3.39,3.18,4.01,7.15,3.27,2.57,4.02,5.25,3.73
1952,TEM405_Templeton,4.07,2.64,2.9,3.62,3.44,3.12,3.99,5.26,4.04,0.85,1.37,3.26
1953,TEM405_Templeton,6.09,2.59,7.12,6.16,5.59,4.4,2.12,1.31,1.61,4.67,3.46,4.54
1954,TEM405_Templeton,2.39,1.93,3.55,4.11,4.44,3.85,4.81,5.46,5.48,2.52,5.45,4.04
1955,TEM405_Templeton,0.69,3.4,3.77,2.91,2.06,4.61,2.33,11.02,2.46,8.37,4.16,0.34
1956,TEM405_Templeton,3.1,3.11,4.11,3.55,1.91,2.25,2.46,1.86,5.64,1.73,3.62,3.88
1957,TEM405_Templeton,1.78,0.9,2.09,1.66,5.0,3.64,1.45,0.93,1.96,2.1,5.21,6.02
1958,TEM405_Templeton,3.76,2.35,2.07,3.25,2.88,0.9,4.87,2.73,4.59,1.51,3.55,1.07
1959,TEM405_Templeton,3.12,1.41,3.48,2.97,1.69,3.65,4.93,4.5,1.09,7.78,3.26,3.96
1960,TEM405_Templeton,2.16,3.37,3.14,4.55,5.53,4.3,8.38,4.25,7.4,3.3,1.67,2.23
1961,TEM405_Templeton,2.1,3.44,1.81,4.1,3.3,4.48,5.37,4.84,3.99,1.95,4.48,2.48
1962,TEM405_Templeton,2.3,4.54,1.31,4.34,3.54,2.43,2.38,2.46,2.68,6.92,2.15,3.5
1963,TEM405_Templeton,2.0,2.83,2.58,2.05,1.9,2.51,1.55,2.93,3.42,0.54,5.94,2.0
1964,TEM405_Templeton,3.46,2.2,3.09,1.77,0.35,1.0,2.25,2.0,0.53,1.37,1.89,2.45
1965,TEM405_Templeton,1.31,1.87,1.03,2.58,1.15,3.09,2.11,3.49,1.93,3.04,2.38,1.09
1966,TEM405_Templeton,2.69,3.2,2.35,1.38,2.49,2.2,2.52,1.43,5.54,4.04,4.46,1.98
1967,TEM405_Templeton,0.53,2.08,2.05,4.43,6.78,4.09,4.61,2.98,3.26,2.11,4.02,3.92
1968,TEM405_Templeton,1.88,0.76,5.44,2.52,5.33,7.31,0.9,1.09,1.68,2.04,7.26,5.73
1969,TEM405_Templeton,0.85,3.76,2.23,4.76,3.33,3.44,5.63,3.98,3.76,1.8,5.95,6.17
1970,TEM405_Templeton,0.76,4.58,3.4,3.37,5.34,4.38,1.37,4.4,2.82,2.19,3.71,3.84
1971,TEM405_Templeton,1.79,3.34,2.39,1.91,3.39,4.83,4.71,4.63,3.05,2.36,5.23,3.03
1972,TEM405_Templeton,2.44,3.61,5.76,3.8,4.34,7.0,3.13,3.28,1.3,2.7,6.97,6.56
1973,TEM405_Templeton,4.51,2.67,3.69,4.75,5.36,7.56,3.55,2.96,3.44,2.93,2.73,8.96
1974,TEM405_Templeton,3.39,2.52,4.42,2.85,3.95,2.62,4.09,3.9,7.53,1.64,3.93,3.39
1975,TEM405_Templeton,4.23,3.31,3.4,2.38,1.74,4.28,5.91,6.41,7.72,5.28,5.69,4.0
1977,TEM405_Templeton,2.72,2.12,6.42,3.97,2.52,4.16,3.32,3.33,4.77,5.96,3.83,5.56
1978,TEM405_Templeton,7.67,1.54,2.38,1.83,2.28,2.83,2.26,4.29,1.8,3.81,1.95,3.71
1979,TEM405_Templeton,9.97,2.31,4.44,5.27,4.9,0.45,3.87,5.57,5.78,6.25,4.5,1.82
1980,TEM405_Templeton,1.07,1.12,7.59,5.24,1.57,4.41,2.74,2.9,2.18,3.08,3.65,0.97
1981,TEM405_Templeton,0.81,8.06,0.82,4.66,4.17,3.35,6.56,2.14,4.15,6.34,2.59,5.24
1982,TEM405_Templeton,4.31,4.29,2.85,5.52,2.46,7.82,4.64,3.59,2.99,2.6,4.28,1.78
1983,TEM405_Templeton,4.55,3.42,6.27,6.43,6.7,2.93,3.03,5.91,2.31,4.25,6.75,5.76
1984,TEM405_Templeton,2.7,5.17,4.9,3.69,11.89,1.83,6.92,1.84,0.9,4.11,3.61,3.09
1985,TEM405_Templeton,1.3,2.26,3.78,1.22,4.89,3.01,5.88,5.51,2.75,2.49,5.63,1.54
1987,TEM405_Templeton,4.5,0.24,4.01,7.96,1.12,3.79,3.59,3.95,5.47,4.23,3.29,3.0
